,Date,Open,High,Low,Close,Adj Close,Volume
754,1998-11-20,15.888888,15.968888,15.722222,15.777777,10.447454,94990500.0
755,1998-11-23,15.722222,15.722222,15.492222,15.568888,10.309137,77395500.0
756,1998-11-24,15.683333,15.755555,15.471111,15.5,10.263521,85342500.0
757,1998-11-25,15.5,15.5,15.5,15.5,10.263521,0.0
758,1998-11-26,15.422222,15.577777,15.213333,15.221111,10.078853,75987000.0
759,1998-11-27,15.197777,15.264444,15.0,15.16,10.038385,91944000.0
760,1998-11-30,14.903333,15.174444,14.627777,15.173333,10.047213,151983000.0
761,1998-12-01,15.133333,15.203333,14.977777,15.144444,10.028088,90895500.0
762,1998-12-02,15.2,15.244444,14.944444,14.99,9.925821,94252500.0
763,1998-12-03,14.988888,15.077777,14.913333,15.0,9.932442,77328000.0
764,1998-12-04,15.023333,16.105555,15.011111,15.732222,10.41729,267912000.0
765,1998-12-07,15.704444,15.755555,15.423333,15.715555,10.406255,127800000.0
766,1998-12-08,15.651111,15.744444,15.533333,15.645555,10.359904,95188500.0
767,1998-12-09,15.728888,16.002222,15.728888,15.78,10.448928,99882000.0
768,1998-12-10,15.86,15.906666,15.737777,15.805555,10.465851,49833000.0
769,1998-12-11,15.844444,15.987777,15.844444,15.933333,10.55046,83506500.0
770,1998-12-14,16.0,16.044443,15.823333,15.872222,10.509995,64111500.0
771,1998-12-15,15.833333,15.864444,15.437777,15.457777,10.235562,85189500.0
772,1998-12-16,15.475555,15.694444,15.266666,15.688888,10.388597,115375500.0
773,1998-12-17,15.377777,15.688888,15.266666,15.284444,10.12079,124038000.0
774,1998-12-18,15.331111,15.666666,15.275555,15.464444,10.239978,149319000.0
775,1998-12-21,15.636666,15.955555,15.611111,15.955555,10.565173,109210500.0
776,1998-12-22,16.027777,16.088888,15.666666,15.824444,10.478356,120231000.0
777,1998-12-23,15.955555,16.0,15.6,15.6,10.329738,94869000.0
778,1998-12-24,15.555555,15.811111,15.494444,15.611111,10.337096,128214000.0
779,1998-12-25,15.611111,15.611111,15.611111,15.611111,10.337096,0.0
780,1998-12-28,15.755555,16.355555,15.696666,16.355555,10.830039,164119500.0
781,1998-12-29,16.155556,16.337776,15.911111,15.955555,10.565173,114745500.0
782,1998-12-30,16.186666,17.232222,16.117777,17.232222,11.410534,308853000.0
783,1998-12-31,17.155556,17.266666,16.624443,16.688889,11.050761,214546500.0
784,1999-01-01,16.842222,17.111111,16.688889,16.944445,11.219978,152185500.0
785,1999-01-04,17.131111,17.555555,17.035555,17.344444,11.484845,171607500.0
786,1999-01-05,17.444445,17.532223,17.335554,17.4,11.521631,133101000.0
787,1999-01-06,17.666666,17.833332,17.495556,17.711111,11.727635,188302500.0
788,1999-01-07,17.858889,18.221111,17.837776,18.205555,12.055043,181548000.0
789,1999-01-08,18.381111,18.711111,18.333332,18.655556,12.353013,178110000.0
790,1999-01-11,18.597776,19.547777,18.422222,18.663334,12.358164,277258500.0
791,1999-01-12,18.356667,18.577778,17.666666,17.85,11.819604,181282500.0
792,1999-01-13,18.222221,18.333332,17.755554,17.891111,11.846828,138811500.0
793,1999-01-14,17.666666,18.133333,17.155556,17.956667,11.890233,125914500.0
794,1999-01-15,18.221111,18.644444,17.666666,17.862223,11.827699,218493000.0
795,1999-01-18,18.088888,18.488888,17.735556,18.422222,12.198509,160519500.0
796,1999-01-19,18.331112,18.4,17.688889,17.777777,11.771784,183766500.0
797,1999-01-20,17.777777,17.777777,17.777777,17.777777,11.771784,0.0
798,1999-01-21,17.984444,18.4,17.711111,18.266666,12.095505,204075000.0
799,1999-01-22,18.266666,18.328888,17.9,17.971111,11.899801,127116000.0
800,1999-01-25,17.933332,17.933332,17.512222,17.822222,11.801211,132025500.0
801,1999-01-26,17.822222,17.822222,17.822222,17.822222,11.801211,0.0
802,1999-01-27,18.111111,18.655556,18.088888,18.281111,12.105069,164704500.0
803,1999-01-28,18.326666,18.487778,17.822222,17.844444,11.815927,100372500.0
804,1999-01-29,17.886665,18.065556,17.773333,17.933332,11.874786,83655000.0
805,1999-02-01,17.844444,18.266666,17.782223,17.782223,11.774726,111865500.0
806,1999-02-02,17.844444,17.866667,17.444445,17.622223,11.668781,111460500.0
807,1999-02-03,17.977777,18.211111,17.777777,18.111111,11.992502,129136500.0
808,1999-02-04,18.397778,18.555555,18.088888,18.172222,12.032969,145224000.0
809,1999-02-05,18.244444,18.266666,17.892221,18.155556,12.021932,88191000.0
810,1999-02-08,18.266666,18.888887,18.211111,18.287777,12.109483,179082000.0
811,1999-02-09,18.188889,18.355555,17.955555,18.355555,12.154363,106902000.0
812,1999-02-10,18.488888,18.733334,18.333332,18.677776,12.367726,98406000.0
813,1999-02-11,18.755554,19.153334,18.724443,18.777777,12.433945,181912500.0
814,1999-02-12,18.824444,19.131111,18.744444,18.933332,12.536946,115947000.0
815,1999-02-15,19.0,19.297777,18.688889,18.705555,12.386122,122112000.0
816,1999-02-16,18.688889,18.838888,18.578888,18.688889,12.375085,83326500.0
817,1999-02-17,18.877777,18.877777,18.144444,18.51111,12.257367,112702500.0
818,1999-02-18,18.577778,18.866667,18.256666,18.322222,12.132291,101164500.0
819,1999-02-19,18.355555,18.549999,18.266666,18.266666,12.095505,62491500.0
820,1999-02-22,18.200001,18.266666,17.811111,17.844444,11.815927,56749500.0
821,1999-02-23,17.777777,18.084444,17.65,18.084444,11.974844,89469000.0
822,1999-02-24,18.175554,18.237778,17.868889,18.044443,11.948359,69147000.0
823,1999-02-25,17.893333,18.033333,17.777777,17.777777,11.771784,56290500.0
824,1999-02-26,17.664444,17.664444,17.088888,17.173332,11.37154,100350000.0
825,1999-03-01,18.777777,20.0,18.700001,20.0,13.243258,201420000.0
826,1999-03-02,20.0,20.0,20.0,20.0,13.243258,0.0
827,1999-03-03,20.666666,21.288889,20.466665,20.6,13.640554,256189500.0
828,1999-03-04,20.823334,21.194445,20.741112,21.088888,13.964274,159876000.0
829,1999-03-05,21.333332,21.84,21.233334,21.444445,14.19971,183798000.0
830,1999-03-08,21.735556,22.508888,21.286667,22.508888,14.904548,252346500.0
831,1999-03-09,22.622223,22.622223,21.767776,21.799999,14.435147,203854500.0
832,1999-03-10,21.444445,22.51111,21.444445,22.138887,14.65955,209574000.0
833,1999-03-11,22.111111,22.444445,21.781111,21.865555,14.478554,88753500.0
834,1999-03-12,21.955555,22.291111,21.888887,22.166666,14.677938,101317500.0
835,1999-03-15,22.311111,22.797777,22.0,22.451111,14.86629,117319500.0
836,1999-03-16,22.377777,22.884443,21.998888,21.998888,14.566843,104508000.0
837,1999-03-17,22.488888,23.397778,22.224443,22.327778,14.784622,201717000.0
838,1999-03-18,22.333332,22.548887,22.088888,22.4,14.832445,63373500.0
839,1999-03-19,22.488888,22.586666,21.866667,22.155556,14.670584,71757000.0
840,1999-03-22,22.0,22.0,21.523333,21.766666,14.413075,60439500.0
841,1999-03-23,21.755554,21.955555,21.088888,21.088888,13.964274,93456000.0
842,1999-03-24,21.755554,22.066666,20.715555,21.335554,14.12761,106987500.0
843,1999-03-25,21.133333,21.382221,20.225555,20.311111,13.44926,84753000.0
844,1999-03-26,20.277777,20.706667,20.088888,20.466665,13.552263,81801000.0
845,1999-03-29,20.466665,20.466665,20.466665,20.466665,13.552263,0.0
846,1999-03-30,20.444445,21.666666,19.822222,21.666666,14.346862,93631500.0
847,1999-03-31,21.639999,21.790001,21.271111,21.4,14.170286,73730475.0
848,1999-04-01,21.5,21.544443,21.004444,21.01,13.912039,47540250.0
849,1999-04-02,21.01,21.01,21.01,21.01,13.912039,0.0
850,1999-04-05,20.222221,20.440001,19.355555,19.555555,12.948963,67427685.0
851,1999-04-06,19.6,21.120001,19.466665,21.120001,13.984879,142788015.0
852,1999-04-07,21.0,21.644444,20.766666,21.002222,13.906887,125885250.0
853,1999-04-08,21.066666,21.294443,20.817778,21.088888,13.964274,47118330.0
854,1999-04-09,21.133333,21.222221,20.466665,20.780001,13.759742,75223485.0
855,1999-04-12,20.646666,20.888887,20.355555,20.644444,13.669981,49895640.0
856,1999-04-13,20.437777,20.644444,20.244444,20.244444,13.405117,47005740.0
857,1999-04-14,20.244444,20.244444,20.244444,20.244444,13.405117,0.0
858,1999-04-15,19.777777,20.111111,19.690001,19.966665,13.221183,42298380.0
859,1999-04-16,20.244444,21.564444,20.244444,21.564444,14.279172,57293685.0
860,1999-04-19,20.200001,21.355555,19.966665,20.927776,13.857594,70326405.0
861,1999-04-20,21.084444,21.266666,20.781111,20.955555,13.875988,37151145.0
862,1999-04-21,21.262222,21.655556,20.982222,21.222221,14.052565,55328535.0
863,1999-04-22,21.155556,21.526667,20.4,20.677776,13.692055,60710625.0
864,1999-04-23,20.788889,21.01,20.234444,21.0,13.90542,84866940.0
865,1999-04-26,20.472221,20.577778,19.702223,19.711111,13.051962,95462910.0
866,1999-04-27,19.711111,19.711111,19.711111,19.711111,13.051962,0.0
867,1999-04-28,19.888887,20.551111,19.602222,20.488888,13.566982,58585095.0
868,1999-04-29,20.611111,21.111111,20.422222,21.111111,13.97899,69728850.0
869,1999-04-30,21.200001,21.42,21.022223,21.286667,14.095237,54625050.0
870,1999-05-03,21.288889,21.733334,21.224443,21.237778,14.062864,36519795.0
871,1999-05-04,21.266666,22.533333,21.266666,22.533333,14.920732,66399300.0
872,1999-05-05,22.333332,23.177776,22.177776,22.666666,15.009023,101960865.0
873,1999-05-06,22.776667,24.48,22.755554,24.48,16.209745,160671915.0
874,1999-05-07,24.955555,25.35111,24.222221,24.333332,16.112627,112357845.0
875,1999-05-10,24.533333,24.955555,23.891111,24.422222,16.171486,90955035.0
876,1999-05-11,24.466665,24.575556,23.824444,23.866667,15.803621,63468675.0
877,1999-05-12,24.177776,24.666666,22.778889,23.434444,15.517417,109690155.0
878,1999-05-13,23.666666,24.377777,23.666666,24.120001,15.971366,91754145.0
879,1999-05-14,24.311111,25.062222,24.155556,24.811111,16.428995,121124970.0
880,1999-05-17,24.733334,25.333332,23.667776,24.342222,16.118513,117180900.0
881,1999-05-18,24.444445,24.844444,24.088888,24.135555,15.981665,76881690.0
882,1999-05-19,24.200001,24.444445,23.923332,24.155556,15.994905,40747995.0
883,1999-05-20,24.104445,24.311111,23.733334,23.733334,15.715324,34590600.0
884,1999-05-21,24.106667,25.311111,23.518888,24.338888,16.116304,196856010.0
885,1999-05-24,24.866667,25.128887,24.488888,24.82,16.434875,59629545.0
886,1999-05-25,24.842222,24.842222,23.602222,23.688889,15.685899,80739810.0
887,1999-05-26,23.977777,24.216665,23.257776,23.777777,15.744758,86463360.0
888,1999-05-27,23.755554,24.064444,22.468887,22.468887,14.878061,63227070.0
889,1999-05-28,22.644444,23.013332,21.777777,22.6,14.964877,100873215.0
890,1999-05-31,22.866667,23.618889,22.806665,23.478888,15.546843,67749840.0
891,1999-06-01,23.202223,23.440001,22.604445,22.695555,15.028148,50786190.0
892,1999-06-02,22.888887,22.974443,22.466665,22.805555,15.100988,37301670.0
893,1999-06-03,22.866667,23.082222,22.734444,22.963333,15.205462,28166670.0
894,1999-06-04,23.218887,23.886665,23.155556,23.516666,15.571858,76063500.0
895,1999-06-07,23.777777,24.138887,23.555555,23.822222,15.774186,63782685.0
896,1999-06-08,23.666666,24.200001,23.588888,23.688889,15.685899,58439880.0
897,1999-06-09,24.0,24.444445,23.565556,23.647778,15.658676,25764210.0
898,1999-06-10,23.664444,24.042221,23.446667,23.530001,15.580688,28882035.0
899,1999-06-11,23.533333,23.68,22.837776,22.922222,15.178242,51746670.0
900,1999-06-14,22.577778,22.686666,22.139999,22.573334,14.94722,35478585.0
901,1999-06-15,22.655556,22.742222,22.161112,22.265554,14.743422,36184365.0
902,1999-06-16,23.777777,23.777777,22.223333,23.00111,15.230479,46818810.0
903,1999-06-17,23.26,23.824444,23.036667,23.385555,15.485046,53484390.0
904,1999-06-18,23.553333,24.093332,23.553333,23.809999,15.766095,52587000.0
905,1999-06-21,23.913334,24.438889,23.866667,24.303333,16.092764,55504935.0
906,1999-06-22,24.42111,24.755554,24.138887,24.521111,16.236967,48916125.0
907,1999-06-23,25.0,25.0,23.888887,23.993334,15.887493,63734940.0
908,1999-06-24,23.932222,24.197777,23.602222,24.094444,16.036129,50177655.0
909,1999-06-25,24.0,24.195555,23.83,23.887777,15.898582,31248540.0
910,1999-06-28,24.108889,24.111111,23.888887,24.035555,15.996938,20371635.0
911,1999-06-29,24.061111,24.266666,23.943333,24.157778,16.078281,33129045.0
912,1999-06-30,24.155556,24.444445,24.08,24.361111,16.213614,62479215.0
913,1999-07-01,24.442223,24.51111,24.096666,24.198889,16.105648,30408480.0
914,1999-07-02,24.311111,24.441111,24.155556,24.204445,16.109341,34171920.0
915,1999-07-05,24.288889,24.773333,24.288889,24.544443,16.335627,65095740.0
916,1999-07-06,24.555555,24.666666,24.338888,24.416666,16.250586,28215540.0
917,1999-07-07,24.442223,24.481112,24.0,24.09111,16.033916,44747550.0
918,1999-07-08,24.0,24.064444,23.481112,23.543333,15.669338,51333480.0
919,1999-07-09,23.555555,23.753332,22.968887,23.096666,15.372057,70339770.0
920,1999-07-12,23.266666,24.155556,22.912222,23.863333,15.882316,91608795.0
921,1999-07-13,23.977777,23.997778,22.780001,23.213333,15.449706,55879470.0
922,1999-07-14,23.437777,23.444445,22.935555,23.088888,15.366876,36827235.0
923,1999-07-15,23.200001,23.733334,22.628887,22.825556,15.191618,84704940.0
924,1999-07-16,22.777777,23.022223,22.666666,22.790001,15.167953,37594215.0
925,1999-07-19,22.844444,23.333332,22.782223,23.192223,15.435653,51345765.0
926,1999-07-20,23.333332,23.4,22.002222,22.115555,14.719073,90574245.0
927,1999-07-21,22.111111,22.555555,22.0,22.280001,14.828519,58977990.0
928,1999-07-22,22.288889,22.644444,22.222221,22.315556,14.852186,50006295.0
929,1999-07-23,22.531111,22.951111,22.333332,22.48,14.961632,69989625.0
930,1999-07-26,22.442223,22.588888,22.053333,22.26,14.815209,44542440.0
931,1999-07-27,22.177776,22.463333,22.002222,22.106667,14.71316,62423640.0
932,1999-07-28,22.553333,22.995556,22.384443,22.528889,14.994172,69410070.0
933,1999-07-29,22.585554,22.711111,22.25,22.571112,15.02227,43610490.0
934,1999-07-30,22.333332,22.707777,21.113333,22.337776,14.866976,52632450.0
935,1999-08-02,22.597776,22.622223,22.111111,22.219999,14.788587,34506225.0
936,1999-08-03,22.266666,22.266666,21.697777,21.781111,14.496485,67044285.0
937,1999-08-04,22.088888,22.51111,22.0,22.226665,14.793022,35823735.0
938,1999-08-05,22.333332,22.618889,22.034445,22.117777,14.720556,33268365.0
939,1999-08-06,22.055555,22.133333,21.888887,21.936666,14.600018,26069355.0
940,1999-08-09,21.888887,21.888887,21.488888,21.548887,14.341928,24915555.0
941,1999-08-10,21.49,21.49,20.67,20.832222,13.864945,44733690.0
942,1999-08-11,20.48,21.888887,20.48,21.287777,14.168148,91559475.0
943,1999-08-12,21.597776,21.597776,21.0,21.174444,14.092715,47460195.0
944,1999-08-13,21.266666,21.287777,20.811111,20.885555,13.900443,24036255.0
945,1999-08-16,21.066666,21.311111,20.916666,21.061111,14.017285,25113105.0
946,1999-08-17,21.107777,21.224443,21.0,21.051111,14.01063,31526280.0
947,1999-08-18,21.311111,22.666666,21.311111,22.423332,14.923914,104653845.0
948,1999-08-19,22.537777,22.622223,21.822222,21.891111,14.569697,43869375.0
949,1999-08-20,22.0,22.0,21.451111,21.607777,14.381124,17567910.0
950,1999-08-23,21.798887,22.111111,21.691111,21.803333,14.511275,23107860.0
951,1999-08-24,21.982222,22.288889,21.827778,22.15,14.741999,43937775.0
952,1999-08-25,22.555555,22.755554,20.444445,21.938889,14.601493,40238325.0
953,1999-08-26,22.155556,23.422222,21.733334,22.870001,15.221195,83131110.0
954,1999-08-27,23.444445,23.951111,23.377777,23.5,15.640494,59381325.0
955,1999-08-30,23.333332,23.376665,22.777777,22.834444,15.197532,27798840.0
956,1999-08-31,22.799999,23.111111,22.444445,22.574444,15.02449,38343915.0
957,1999-09-01,23.219999,23.311111,22.799999,23.157778,15.412734,53875440.0
958,1999-09-02,23.022223,23.111111,22.09,22.24,14.8019,38756115.0
959,1999-09-03,22.1,22.266666,21.845554,21.905556,14.579309,24979365.0
960,1999-09-06,22.108889,22.177776,21.778889,21.943333,14.604452,15259410.0
961,1999-09-07,21.822222,22.037777,21.379999,21.525555,14.326403,29042235.0
962,1999-09-08,22.131111,22.131111,21.515554,21.745556,14.472818,26648010.0
963,1999-09-09,21.888887,21.888887,21.602222,21.718887,14.455069,15410655.0
964,1999-09-10,21.755554,21.817778,21.522223,21.597776,14.374468,17144235.0
965,1999-09-13,21.597776,21.597776,21.597776,21.597776,14.374468,0.0
966,1999-09-14,21.466665,21.731112,21.27,21.352222,14.211038,26909415.0
967,1999-09-15,21.668888,21.668888,21.022223,21.221111,14.123776,37725390.0
968,1999-09-16,21.044443,21.155556,20.666666,20.803333,13.845719,27100170.0
969,1999-09-17,20.577778,20.688889,20.133333,20.475555,13.627569,24628635.0
970,1999-09-20,20.486666,20.577778,20.161112,20.201111,13.444911,13976685.0
971,1999-09-21,20.222221,20.26,19.472221,19.574444,13.027832,30858750.0
972,1999-09-22,20.0,20.666666,19.911112,20.18,13.430861,56969685.0
973,1999-09-23,20.211111,20.222221,19.377777,19.477777,12.963494,32839785.0
974,1999-09-24,19.377777,19.868889,19.358889,19.483334,12.967193,30288780.0
975,1999-09-27,19.5,19.553333,18.625555,18.734444,12.468762,28139175.0
976,1999-09-28,18.524445,18.777777,18.133333,18.291111,12.173707,49108500.0
977,1999-09-29,18.731112,19.244444,18.555555,18.883333,12.567859,57905775.0
978,1999-09-30,18.866667,18.953333,18.357777,18.477777,12.297941,24482295.0
979,1999-10-01,18.422222,18.644444,18.201111,18.364445,12.222513,41724495.0
980,1999-10-04,18.466665,18.466665,17.556665,17.68111,11.767715,25736805.0
981,1999-10-05,17.557777,17.709999,17.277777,17.541111,11.674541,44866800.0
982,1999-10-06,17.733334,18.644444,17.668888,18.07,12.026546,63586080.0
983,1999-10-07,18.076666,19.440001,18.076666,19.347776,12.876969,108136080.0
984,1999-10-08,19.333332,19.6,19.01111,19.135555,12.735724,50964390.0
985,1999-10-11,19.288889,19.311111,18.281111,18.468887,12.292025,28857105.0
986,1999-10-12,18.222221,18.4,17.777777,17.911112,11.920795,37871010.0
987,1999-10-13,17.711111,18.533333,16.888887,18.219999,12.126376,84521790.0
988,1999-10-14,18.426666,19.677776,18.426666,19.677776,13.096604,71193825.0
989,1999-10-15,20.0,20.10111,18.104445,18.139999,12.073131,62147655.0
990,1999-10-18,18.428888,18.428888,17.488888,17.667776,11.758843,54602955.0
991,1999-10-19,17.667776,17.667776,17.667776,17.667776,11.758843,0.0
992,1999-10-20,18.753332,18.753332,17.077778,17.183332,11.436419,85219425.0
993,1999-10-21,17.311111,17.664444,16.957777,17.106667,11.385394,54033165.0
994,1999-10-22,17.155556,17.597776,17.066666,17.200001,11.447514,48289320.0
995,1999-10-25,17.711111,18.221111,17.623333,17.814444,11.856458,69423525.0
996,1999-10-26,17.866667,17.975555,17.336666,17.395555,11.577667,45795150.0
997,1999-10-27,17.864445,17.955555,17.336666,17.444445,11.610203,45548550.0
998,1999-10-28,17.533333,17.533333,16.26,16.485556,10.972011,41678145.0
999,1999-10-29,16.666666,16.666666,15.377777,15.705555,10.452879,56135880.0
1000,1999-11-01,15.557777,15.711111,14.45,14.49,9.643864,43357410.0
1001,1999-11-02,14.555555,15.2,13.888888,15.006666,9.987734,62658630.0
1002,1999-11-03,15.111111,15.531111,14.844444,15.237777,10.141547,47794815.0
1003,1999-11-04,15.111111,15.504444,14.982222,15.335555,10.206625,20780280.0
1004,1999-11-05,15.358888,16.244444,15.333333,16.106667,10.719841,57379545.0
1005,1999-11-08,16.106667,16.106667,16.106667,16.106667,10.719841,0.0
1006,1999-11-09,16.222221,16.222221,15.677777,16.051111,10.682868,31022010.0
1007,1999-11-10,16.111111,16.302221,15.888888,16.005554,10.652545,19388655.0
1008,1999-11-11,16.044443,17.286667,16.033333,17.10111,11.381696,93429630.0
1009,1999-11-12,17.0,17.777777,16.911112,17.01111,11.321797,73493190.0
1010,1999-11-15,17.022223,17.308887,16.688889,16.847776,11.213088,38375460.0
1011,1999-11-16,16.666666,16.911112,16.361111,16.494444,10.977927,33889950.0
1012,1999-11-17,16.667776,16.775555,16.244444,16.244444,10.811539,26672265.0
1013,1999-11-18,16.224443,17.022223,16.133333,16.92111,11.261898,47376495.0
1014,1999-11-19,17.044443,17.666666,17.01111,17.107777,11.386134,68380290.0
1015,1999-11-22,17.155556,17.177776,16.666666,16.866667,11.225663,36054225.0
1016,1999-11-23,16.866667,16.866667,16.866667,16.866667,11.225663,0.0
1017,1999-11-24,17.0,17.293333,16.528889,16.588888,11.040784,45937080.0
1018,1999-11-25,16.622223,16.799999,16.513332,16.654444,11.084415,20061900.0
1019,1999-11-26,16.733334,16.777777,16.135555,16.178888,10.767909,34110540.0
1020,1999-11-29,16.155556,16.222221,15.512222,15.613333,10.3915,25834365.0
1021,1999-11-30,15.555555,15.808888,15.292222,15.456666,10.287231,38011680.0
1022,1999-12-01,15.644444,16.17111,15.602222,15.761111,10.489856,29861370.0
1023,1999-12-02,15.774444,16.066666,15.644444,15.775555,10.499469,32410980.0
1024,1999-12-03,15.888888,16.200001,15.777777,15.835555,10.539403,30121470.0
1025,1999-12-06,16.085554,16.088888,15.7,15.767777,10.494292,12212910.0
1026,1999-12-07,15.777777,15.955555,15.513333,15.607777,10.387804,30896640.0
1027,1999-12-08,15.821111,16.013332,15.155555,15.298888,10.182223,33492330.0
1028,1999-12-09,15.111111,15.488888,15.066666,15.303333,10.185182,15031935.0
1029,1999-12-10,15.377777,15.422222,14.8,14.892222,9.911565,16763850.0
1030,1999-12-13,14.777777,14.888888,14.401111,14.435555,9.607627,15556905.0
1031,1999-12-14,14.378888,14.444444,13.668888,13.777777,9.169842,37007415.0
1032,1999-12-15,13.888888,14.506666,12.888888,14.332222,9.538853,37676565.0
1033,1999-12-16,14.222222,14.4,13.888888,13.971111,9.298518,16205580.0
1034,1999-12-17,14.044444,14.064444,13.555555,13.602222,9.052999,15657255.0
1035,1999-12-20,13.577777,14.022222,13.346666,13.587777,9.043386,25819830.0
1036,1999-12-21,13.666666,14.675555,13.555555,14.675555,9.767362,61607205.0
1037,1999-12-22,15.85,15.85,15.85,15.85,10.549016,1751040.0
1038,1999-12-23,16.66,16.722221,16.002222,16.304443,10.851472,41959800.0
1039,1999-12-24,16.266666,16.266666,15.245555,15.422222,10.264307,21822435.0
1040,1999-12-27,15.333333,15.6,14.68,14.827777,9.868671,11478555.0
1041,1999-12-28,14.223333,15.311111,14.223333,14.834444,9.873109,23802030.0
1042,1999-12-29,15.066666,15.397777,14.866666,14.937777,9.941882,11289195.0
1043,1999-12-30,14.987777,15.172222,14.468888,14.577777,9.702283,9547065.0
1044,1999-12-31,14.577777,14.577777,14.577777,14.577777,9.702283,0.0
1045,2000-01-03,15.422222,15.744444,15.0,15.744444,10.478763,25322175.0
1046,2000-01-04,15.866666,16.200001,15.428888,15.83,10.535706,32068665.0
1047,2000-01-05,15.916666,16.864445,14.666666,16.137777,10.740546,62196705.0
1048,2000-01-06,16.466665,17.428888,16.466665,17.428888,11.599849,32472810.0
1049,2000-01-07,18.497778,18.823334,18.311111,18.823334,12.527929,10404405.0
1050,2000-01-10,20.247778,20.33,19.444445,20.33,13.530694,54891810.0
1051,2000-01-11,20.044443,21.155556,19.246666,19.637777,13.069983,106926930.0
1052,2000-01-12,20.111111,20.533333,19.34,19.741112,13.138756,27736470.0
1053,2000-01-13,20.0,20.799999,19.355555,19.549999,13.011563,30018285.0
1054,2000-01-14,19.553333,20.082222,19.182222,19.723333,13.126926,25892145.0
1055,2000-01-17,20.110001,20.110001,18.145555,18.163334,12.088662,79375635.0
1056,2000-01-18,17.911112,18.444445,17.688889,18.252222,12.147822,36333945.0
1057,2000-01-19,18.444445,18.844444,17.799999,18.357777,12.218075,19189800.0
1058,2000-01-20,18.444445,18.444445,17.304443,17.468887,11.626473,21826980.0
1059,2000-01-21,17.444445,18.797777,17.444445,18.478888,12.29868,54041490.0
1060,2000-01-24,18.577778,19.066666,17.388887,17.610001,11.72039,69614775.0
1061,2000-01-25,17.333332,17.333332,16.201111,16.212221,10.790094,55845675.0
1062,2000-01-26,16.212221,16.212221,16.212221,16.212221,10.790094,0.0
1063,2000-01-27,16.688889,17.51,15.111111,17.307777,11.519245,84060675.0
1064,2000-01-28,17.044443,17.044443,15.923333,15.982222,10.637016,57447135.0
1065,2000-01-31,15.8,16.177776,15.222222,15.382222,10.237684,44699445.0
1066,2000-02-01,15.488888,16.038889,15.355555,15.59,10.375973,51973560.0
1067,2000-02-02,16.0,16.282223,15.822222,15.867777,10.560847,27027315.0
1068,2000-02-03,16.022223,16.133333,15.666666,15.757777,10.487636,16067520.0
1069,2000-02-04,15.844444,15.995555,15.355555,15.455555,10.286491,19718640.0
1070,2000-02-07,15.744444,16.692223,15.744444,16.606667,11.052617,43533990.0
1071,2000-02-08,16.913334,17.733334,16.799999,16.961111,11.288521,43611480.0
1072,2000-02-09,17.43111,18.318888,17.155556,18.318888,12.192189,30496320.0
1073,2000-02-10,19.784445,19.784445,19.784445,19.784445,13.167595,914535.0
1074,2000-02-11,21.367777,21.367777,21.367777,21.367777,14.22139,1949355.0
1075,2000-02-14,22.186666,23.044443,20.044443,20.723333,13.792478,50505660.0
1076,2000-02-15,20.555555,22.381111,20.222221,22.366667,14.886202,66075660.0
1077,2000-02-16,22.879999,23.711111,21.666666,22.16,14.748657,73780875.0
1078,2000-02-17,22.200001,23.442223,22.045555,22.891111,15.235249,86617935.0
1079,2000-02-18,23.0,23.333332,21.059999,21.262222,14.151135,49126365.0
1080,2000-02-21,22.0,22.4,21.333332,21.775555,14.492785,43757370.0
1081,2000-02-22,21.888887,22.196667,20.502222,20.917776,13.921889,48984435.0
1082,2000-02-23,21.133333,22.200001,19.244444,19.245556,12.808937,32153490.0
1083,2000-02-24,19.244444,19.555555,18.022223,18.726665,12.463588,26776935.0
1084,2000-02-25,19.304443,19.304443,17.799999,18.003332,11.98217,15433560.0
1085,2000-02-28,18.222221,18.641111,17.468887,17.855555,11.883821,15017760.0
1086,2000-02-29,18.0,18.200001,16.427776,16.596666,11.04596,58583295.0
1087,2000-03-01,16.446667,17.422222,15.777777,16.75,11.148013,39355560.0
1088,2000-03-02,16.911112,17.333332,15.875555,16.102222,10.716884,48140865.0
1089,2000-03-03,16.355555,16.355555,14.814444,15.007777,9.988471,31347810.0
1090,2000-03-06,15.488888,16.208887,15.488888,16.208887,10.787873,21424815.0
1091,2000-03-07,16.555555,17.505554,16.266666,17.346666,11.545125,42953940.0
1092,2000-03-08,18.222221,18.734444,17.333332,17.945555,11.943718,36740205.0
1093,2000-03-09,18.111111,18.822222,17.491112,18.415554,12.256526,40036455.0
1094,2000-03-10,18.665554,19.266666,18.00111,18.608889,12.385203,30569670.0
1095,2000-03-13,19.266666,20.097776,17.777777,18.423332,12.261706,50532345.0
1096,2000-03-14,18.333332,19.51111,17.577778,19.088888,12.704668,50349870.0
1097,2000-03-15,19.111111,19.444445,18.355555,18.926666,12.5967,20189790.0
1098,2000-03-16,19.088888,19.088888,17.413334,17.458887,11.619818,21512565.0
1099,2000-03-17,17.458887,17.458887,17.458887,17.458887,11.619818,0.0
1100,2000-03-20,17.458887,17.458887,17.458887,17.458887,11.619818,0.0
1101,2000-03-21,17.222221,17.508888,16.062222,16.114445,10.725018,17817120.0
1102,2000-03-22,16.555555,17.111111,16.355555,16.454445,10.951306,20216160.0
1103,2000-03-23,16.597776,16.617777,15.488888,15.661111,10.4233,13446405.0
